space,subspace,title,prompt,answer
Mainframe,JCL/Diagnóstico,Por que SYSMSG é importante em rotinas batch? #255,Contextualize com operação real de mainframe.,"Nível 1 — Conceito: SYSMSG em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de SYSMSG influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar SYSMSG, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize SYSMSG com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Fundamentos,Como RC afeta desempenho ou confiabilidade? #256,"Considere volume, restart e manutenção.","Nível 1 — Conceito: RC em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de RC influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar RC, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize RC com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Datasets,O que faz o parâmetro MAXCC em JCL? #257,"Explique o papel, quando usar e o que muda na execução.","Nível 1 — Conceito: MAXCC em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de MAXCC influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar MAXCC, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize MAXCC com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Execução,Qual é a diferença entre RC e ABEND em JCL? #258,"Compare os cenários, riscos e exemplos práticos.","Nível 1 — Conceito: RC versus ABEND em JCL define diferença prática entre rc e abend, mostrando quando cada um faz mais sentido
Nível 2 — Operação: em ambiente batch, o uso correto de RC versus ABEND influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar RC versus ABEND, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize RC versus ABEND com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Utilitários,Quando usar primary space em vez de secondary space? #259,Responda com critério operacional e impacto em produção.,"Nível 1 — Conceito: primary space versus secondary space em JCL define diferença prática entre primary space e secondary space, mostrando quando cada um faz mais sentido
Nível 2 — Operação: em ambiente batch, o uso correto de primary space versus secondary space influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar primary space versus secondary space, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize primary space versus secondary space com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Controle,Como diagnosticar problema relacionado a PASS? #260,"Mostre sinais, causas prováveis e passos de correção.","Nível 1 — Conceito: PASS em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de PASS influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar PASS, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize PASS com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Produção,Quais erros são comuns ao usar DELETE? #261,"Responda em níveis, do básico ao avançado.","Nível 1 — Conceito: DELETE em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de DELETE influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar DELETE, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize DELETE com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/GDG,Como escrever um exemplo de JCL usando KEEP? #262,Explique a lógica e as decisões do exemplo.,"Nível 1 — Conceito: KEEP em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de KEEP influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar KEEP, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize KEEP com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/VSAM,Por que CATLG é importante em rotinas batch? #263,Contextualize com operação real de mainframe.,"Nível 1 — Conceito: CATLG em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de CATLG influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar CATLG, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize CATLG com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/DFSORT,Como UNCATLG afeta desempenho ou confiabilidade? #264,"Considere volume, restart e manutenção.","Nível 1 — Conceito: UNCATLG em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de UNCATLG influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar UNCATLG, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize UNCATLG com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/DB2,O que faz o parâmetro SHR em JCL? #265,"Explique o papel, quando usar e o que muda na execução.","Nível 1 — Conceito: SHR em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de SHR influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar SHR, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize SHR com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/TSO/Batch,Qual é a diferença entre IF/THEN/ELSE e COND em JCL? #266,"Compare os cenários, riscos e exemplos práticos.","Nível 1 — Conceito: IF/THEN/ELSE versus COND em JCL define diferença prática entre if/then/else e cond, mostrando quando cada um faz mais sentido
Nível 2 — Operação: em ambiente batch, o uso correto de IF/THEN/ELSE versus COND influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar IF/THEN/ELSE versus COND, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize IF/THEN/ELSE versus COND com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Segurança,Quando usar PROC em vez de JCL in-stream? #267,Responda com critério operacional e impacto em produção.,"Nível 1 — Conceito: PROC versus JCL in-stream em JCL define diferença prática entre proc e jcl in-stream, mostrando quando cada um faz mais sentido
Nível 2 — Operação: em ambiente batch, o uso correto de PROC versus JCL in-stream influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar PROC versus JCL in-stream, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize PROC versus JCL in-stream com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Armazenamento,Como diagnosticar problema relacionado a SORT FIELDS? #268,"Mostre sinais, causas prováveis e passos de correção.","Nível 1 — Conceito: SORT FIELDS em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de SORT FIELDS influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar SORT FIELDS, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize SORT FIELDS com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Procedures,Quais erros são comuns ao usar OUTFIL? #269,"Responda em níveis, do básico ao avançado.","Nível 1 — Conceito: OUTFIL em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de OUTFIL influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar OUTFIL, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize OUTFIL com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Diagnóstico,Como escrever um exemplo de JCL usando INCLUDE/OMIT? #270,Explique a lógica e as decisões do exemplo.,"Nível 1 — Conceito: INCLUDE/OMIT em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de INCLUDE/OMIT influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar INCLUDE/OMIT, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize INCLUDE/OMIT com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Fundamentos,Por que JOINKEYS é importante em rotinas batch? #271,Contextualize com operação real de mainframe.,"Nível 1 — Conceito: JOINKEYS em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de JOINKEYS influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar JOINKEYS, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize JOINKEYS com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Datasets,Como VSAM afeta desempenho ou confiabilidade? #272,"Considere volume, restart e manutenção.","Nível 1 — Conceito: VSAM em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de VSAM influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar VSAM, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize VSAM com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Execução,O que faz o parâmetro KSDS em JCL? #273,"Explique o papel, quando usar e o que muda na execução.","Nível 1 — Conceito: KSDS em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de KSDS influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar KSDS, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize KSDS com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Utilitários,Qual é a diferença entre DD * e DD DATA em JCL? #274,"Compare os cenários, riscos e exemplos práticos.","Nível 1 — Conceito: DD * versus DD DATA em JCL define diferença prática entre dd * e dd data, mostrando quando cada um faz mais sentido
Nível 2 — Operação: em ambiente batch, o uso correto de DD * versus DD DATA influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar DD * versus DD DATA, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize DD * versus DD DATA com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Controle,Quando usar DISP=MOD em vez de DISP=OLD? #275,Responda com critério operacional e impacto em produção.,"Nível 1 — Conceito: DISP=MOD versus DISP=OLD em JCL define diferença prática entre disp=mod e disp=old, mostrando quando cada um faz mais sentido
Nível 2 — Operação: em ambiente batch, o uso correto de DISP=MOD versus DISP=OLD influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar DISP=MOD versus DISP=OLD, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize DISP=MOD versus DISP=OLD com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Produção,Como diagnosticar problema relacionado a DEFINE CLUSTER? #276,"Mostre sinais, causas prováveis e passos de correção.","Nível 1 — Conceito: DEFINE CLUSTER em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de DEFINE CLUSTER influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar DEFINE CLUSTER, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize DEFINE CLUSTER com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/GDG,Quais erros são comuns ao usar DELETE GDG? #277,"Responda em níveis, do básico ao avançado.","Nível 1 — Conceito: DELETE GDG em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de DELETE GDG influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar DELETE GDG, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize DELETE GDG com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/VSAM,Como escrever um exemplo de JCL usando relative generation? #278,Explique a lógica e as decisões do exemplo.,"Nível 1 — Conceito: relative generation em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de relative generation influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar relative generation, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize relative generation com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/DFSORT,Por que 0ª geração é importante em rotinas batch? #279,Contextualize com operação real de mainframe.,"Nível 1 — Conceito: 0ª geração em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de 0ª geração influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar 0ª geração, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize 0ª geração com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/DB2,Como +1 afeta desempenho ou confiabilidade? #280,"Considere volume, restart e manutenção.","Nível 1 — Conceito: +1 em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de +1 influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar +1, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize +1 com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/TSO/Batch,O que faz o parâmetro -1 em JCL? #281,"Explique o papel, quando usar e o que muda na execução.","Nível 1 — Conceito: -1 em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de -1 influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar -1, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize -1 com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Segurança,Qual é a diferença entre OLD e SHR em JCL? #282,"Compare os cenários, riscos e exemplos práticos.","Nível 1 — Conceito: OLD versus SHR em JCL define diferença prática entre old e shr, mostrando quando cada um faz mais sentido
Nível 2 — Operação: em ambiente batch, o uso correto de OLD versus SHR influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar OLD versus SHR, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize OLD versus SHR com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Armazenamento,Quando usar KEEP em vez de CATLG? #283,Responda com critério operacional e impacto em produção.,"Nível 1 — Conceito: KEEP versus CATLG em JCL define diferença prática entre keep e catlg, mostrando quando cada um faz mais sentido
Nível 2 — Operação: em ambiente batch, o uso correto de KEEP versus CATLG influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar KEEP versus CATLG, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize KEEP versus CATLG com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Procedures,Como diagnosticar problema relacionado a PLAN? #284,"Mostre sinais, causas prováveis e passos de correção.","Nível 1 — Conceito: PLAN em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de PLAN influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar PLAN, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize PLAN com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
Mainframe,JCL/Diagnóstico,Quais erros são comuns ao usar LOADLIB? #285,"Responda em níveis, do básico ao avançado.","Nível 1 — Conceito: LOADLIB em JCL deve ser entendido como recurso de controle, alocação ou execução conforme o contexto do job
Nível 2 — Operação: em ambiente batch, o uso correto de LOADLIB influencia alocação, controle de execução, legibilidade do job e capacidade de diagnóstico quando algo falha.
Nível 3 — Prática: ao configurar LOADLIB, avalie volume de dados, necessidade de catálogo, possibilidade de restart, concorrência com outros jobs e mensagens esperadas no spool.
Nível 4 — Erros comuns: valores incompatíveis, suposição errada sobre catálogo ou permissão, ausência de dataset pré-existente, combinação ruim com DISP/SPACE/DCB e leitura superficial do JESMSGLG/JESJCL.
Nível 5 — Critério sênior: em produção, padronize LOADLIB com convenções do site, documente exceções, pense em rerun seguro e valide o comportamento real pelo RC, por mensagens IEC/IEF e pelo conteúdo gerado."
