id,nivel,categoria,pergunta,resposta,tags
540,5,ESDS,Como revisar código que usa ESDS sem cair em análise superficial?,"Nível 1 - Conceito: ESDS dataset VSAM em sequência de entrada, sem chave primária de acesso. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte. Nível 4 - Cuidados: convém observar volume, tratamento de exceção e legibilidade, porque uma escolha sintaticamente válida pode ser operacionalmente ruim. Nível 5 - Critério de decisão: em ambientes corporativos, vale priorizar consistência entre programas, previsibilidade em erro e facilidade de auditoria, não apenas preferência pessoal. Nível 6 - Sinal de maturidade: quem domina ESDS não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","ESDS, nível 5, cobol"
541,1,RRDS,Quando eu devo usar RRDS em COBOL?,"Nível 1 - Conceito: RRDS dataset VSAM acessado por número relativo do registro. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo.","RRDS, nível 1, cobol"
542,2,sort work file,"Em termos de projeto, por que arquivo de trabalho de SORT é importante em COBOL?","Nível 1 - Conceito: arquivo de trabalho de SORT área intermediária usada pelo utilitário/statement de ordenação. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral.","arquivo de trabalho de SORT, nível 2, cobol"
543,3,copybook versioning,Qual é a função prática de versionamento de copybook em um programa COBOL?,"Nível 1 - Conceito: versionamento de copybook precisa de governança para não quebrar contratos compartilhados. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral. Nível 4 - Cuidados: o erro típico é usar versionamento de copybook sem considerar escopo, tipo de dado, contrato de interface ou impacto de performance; por isso vale combinar padronização, revisão e testes.","versionamento de copybook, nível 3, cobol"
544,4,data validation,Como revisar código que usa validação de dados sem cair em análise superficial?,"Nível 1 - Conceito: validação de dados deve ocorrer o mais cedo possível para evitar propagar erro para regras e persistência. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo. Nível 4 - Cuidados: convém observar volume, tratamento de exceção e legibilidade, porque uma escolha sintaticamente válida pode ser operacionalmente ruim. Nível 5 - Critério de decisão: use validação de dados quando ele simplificar o raciocínio de negócio e a operação; evite quando adicionar acoplamento, ambiguidade ou custo desnecessário de manutenção.","validação de dados, nível 4, cobol"
545,5,error handling,Quais armadilhas comuns aparecem ao usar tratamento de erro em sistemas legados COBOL?,"Nível 1 - Conceito: tratamento de erro se beneficia de padrão centralizado, códigos claros e mensagens contextualizadas. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto. Nível 4 - Cuidados: convém observar volume, tratamento de exceção e legibilidade, porque uma escolha sintaticamente válida pode ser operacionalmente ruim. Nível 5 - Critério de decisão: pense em ciclo completo - desenvolvimento, testes, execução, suporte e evolução do layout ou da regra - antes de padronizar o uso. Nível 6 - Sinal de maturidade: quem domina tratamento de erro não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","tratamento de erro, nível 5, cobol"
546,1,naming conventions,Qual é a função prática de convenção de nomes em um programa COBOL?,"Nível 1 - Conceito: convenção de nomes reduz ambiguidade e acelera manutenção em bases grandes. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral.","convenção de nomes, nível 1, cobol"
547,2,code review,Quando eu devo usar revisão de código COBOL em COBOL?,"Nível 1 - Conceito: revisão de código COBOL deve olhar regra de negócio, integridade de dados, performance e operabilidade. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte.","revisão de código COBOL, nível 2, cobol"
548,3,performance tuning,Como eu explicaria ajuste de performance para um desenvolvedor iniciante em COBOL?,"Nível 1 - Conceito: ajuste de performance exige medir gargalo real antes de mexer em I/O, laços, chamadas e acessos. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral. Nível 4 - Cuidados: em legado, muitos problemas surgem quando o time assume comportamento implícito; o ideal é tornar condições, limites e retornos o mais explícitos possível.","ajuste de performance, nível 3, cobol"
549,4,DIVISION IDENTIFICATION,Que critérios técnicos ajudam a decidir o uso de IDENTIFICATION DIVISION em COBOL?,"Nível 1 - Conceito: IDENTIFICATION DIVISION apresenta metadados do programa, como PROGRAM-ID e autor, e ajuda na identificação e governança do fonte. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte. Nível 4 - Cuidados: em legado, muitos problemas surgem quando o time assume comportamento implícito; o ideal é tornar condições, limites e retornos o mais explícitos possível. Nível 5 - Critério de decisão: use IDENTIFICATION DIVISION quando ele simplificar o raciocínio de negócio e a operação; evite quando adicionar acoplamento, ambiguidade ou custo desnecessário de manutenção.","IDENTIFICATION DIVISION, nível 4, cobol"
550,5,DIVISION ENVIRONMENT,Como revisar código que usa ENVIRONMENT DIVISION sem cair em análise superficial?,"Nível 1 - Conceito: ENVIRONMENT DIVISION concentra informações de configuração do ambiente, especialmente mapeamento de arquivos e detalhes dependentes de plataforma. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte. Nível 4 - Cuidados: em legado, muitos problemas surgem quando o time assume comportamento implícito; o ideal é tornar condições, limites e retornos o mais explícitos possível. Nível 5 - Critério de decisão: a melhor escolha não é a mais curta, e sim a que preserva intenção, governança de dados e facilidade de suporte após a entrada em produção. Nível 6 - Sinal de maturidade: quem domina ENVIRONMENT DIVISION não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","ENVIRONMENT DIVISION, nível 5, cobol"
551,1,DIVISION DATA,Quais cuidados devo ter ao trabalhar com DATA DIVISION em COBOL?,"Nível 1 - Conceito: DATA DIVISION define estruturas de dados, registros, tabelas, variáveis e layouts usados pelo programa. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte.","DATA DIVISION, nível 1, cobol"
552,2,DIVISION PROCEDURE,"Em termos de projeto, por que PROCEDURE DIVISION é importante em COBOL?","Nível 1 - Conceito: PROCEDURE DIVISION contém a lógica executável, com parágrafos, seções, comandos de controle e chamadas. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto.","PROCEDURE DIVISION, nível 2, cobol"
553,3,PROGRAM-ID,Qual é a diferença entre usar e não usar PROGRAM-ID em COBOL?,"Nível 1 - Conceito: PROGRAM-ID nomeia o programa de forma inequívoca, sendo o ponto de referência para compilação, chamada e manutenção. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo. Nível 4 - Cuidados: em legado, muitos problemas surgem quando o time assume comportamento implícito; o ideal é tornar condições, limites e retornos o mais explícitos possível.","PROGRAM-ID, nível 3, cobol"
554,4,WORKING-STORAGE,"Como WORKING-STORAGE SECTION influencia desempenho, depuração e estabilidade em COBOL?","Nível 1 - Conceito: WORKING-STORAGE SECTION declara dados persistentes durante a execução do programa, úteis para acumuladores, flags e áreas de trabalho. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto. Nível 4 - Cuidados: o erro típico é usar WORKING-STORAGE SECTION sem considerar escopo, tipo de dado, contrato de interface ou impacto de performance; por isso vale combinar padronização, revisão e testes. Nível 5 - Critério de decisão: use WORKING-STORAGE SECTION quando ele simplificar o raciocínio de negócio e a operação; evite quando adicionar acoplamento, ambiguidade ou custo desnecessário de manutenção.","WORKING-STORAGE SECTION, nível 4, cobol"
555,5,LOCAL-STORAGE,Que critérios técnicos ajudam a decidir o uso de LOCAL-STORAGE SECTION em COBOL?,"Nível 1 - Conceito: LOCAL-STORAGE SECTION declara dados recriados a cada entrada do programa, muito útil quando se quer evitar reaproveitamento indevido de conteúdo. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral. Nível 4 - Cuidados: em legado, muitos problemas surgem quando o time assume comportamento implícito; o ideal é tornar condições, limites e retornos o mais explícitos possível. Nível 5 - Critério de decisão: pense em ciclo completo - desenvolvimento, testes, execução, suporte e evolução do layout ou da regra - antes de padronizar o uso. Nível 6 - Sinal de maturidade: quem domina LOCAL-STORAGE SECTION não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","LOCAL-STORAGE SECTION, nível 5, cobol"
556,1,LINKAGE,"Em termos de projeto, por que LINKAGE SECTION é importante em COBOL?","Nível 1 - Conceito: LINKAGE SECTION descreve parâmetros recebidos de outro programa; ela define a interface, não a alocação principal. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte.","LINKAGE SECTION, nível 1, cobol"
557,2,FILE SECTION,Qual é a diferença entre usar e não usar FILE SECTION em COBOL?,"Nível 1 - Conceito: FILE SECTION descreve os registros associados aos arquivos declarados no ambiente e serve de base para READ, WRITE e REWRITE. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral.","FILE SECTION, nível 2, cobol"
558,3,FD,Como eu explicaria FD para um desenvolvedor iniciante em COBOL?,"Nível 1 - Conceito: FD associa a descrição lógica do arquivo ao layout do registro, inclusive blocagem, labels e formato do record. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto. Nível 4 - Cuidados: não basta saber a sintaxe; é preciso validar efeito sobre dados, mensagens de erro, caminhos alternativos e compatibilidade com o compilador.","FD, nível 3, cobol"
559,4,SELECT,Quais armadilhas comuns aparecem ao usar SELECT em sistemas legados COBOL?,"Nível 1 - Conceito: SELECT relaciona um nome lógico de arquivo a um recurso externo e define organização, chave e modo de acesso. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral. Nível 4 - Cuidados: convém observar volume, tratamento de exceção e legibilidade, porque uma escolha sintaticamente válida pode ser operacionalmente ruim. Nível 5 - Critério de decisão: a melhor escolha não é a mais curta, e sim a que preserva intenção, governança de dados e facilidade de suporte após a entrada em produção.","SELECT, nível 4, cobol"
560,5,PIC,"Como PICTURE influencia desempenho, depuração e estabilidade em COBOL?","Nível 1 - Conceito: PICTURE especifica formato, tamanho e natureza do dado, influenciando validação, alinhamento e uso em operações. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte. Nível 4 - Cuidados: convém observar volume, tratamento de exceção e legibilidade, porque uma escolha sintaticamente válida pode ser operacionalmente ruim. Nível 5 - Critério de decisão: pense em ciclo completo - desenvolvimento, testes, execução, suporte e evolução do layout ou da regra - antes de padronizar o uso. Nível 6 - Sinal de maturidade: quem domina PICTURE não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","PICTURE, nível 5, cobol"
561,1,USAGE COMP,Qual é a diferença entre usar e não usar USAGE COMP em COBOL?,"Nível 1 - Conceito: USAGE COMP representa dados em formato binário interno, com foco em eficiência de processamento. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo.","USAGE COMP, nível 1, cobol"
562,2,USAGE COMP-3,Qual é a diferença entre usar e não usar USAGE COMP-3 em COBOL?,"Nível 1 - Conceito: USAGE COMP-3 usa packed decimal, muito comum em valores monetários por preservar precisão decimal com boa compactação. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral.","USAGE COMP-3, nível 2, cobol"
563,3,88 LEVEL,Quando eu devo usar nível 88 em COBOL?,"Nível 1 - Conceito: nível 88 cria nomes condicionais para valores fixos, tornando regras de negócio mais legíveis. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo. Nível 4 - Cuidados: o erro típico é usar nível 88 sem considerar escopo, tipo de dado, contrato de interface ou impacto de performance; por isso vale combinar padronização, revisão e testes.","nível 88, nível 3, cobol"
564,4,REDEFINES,Que critérios técnicos ajudam a decidir o uso de REDEFINES em COBOL?,"Nível 1 - Conceito: REDEFINES permite duas visões sobre a mesma área de memória, útil em layouts alternativos ou interpretação de bytes. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: quando o sistema integra arquivos, telas ou banco, esse recurso melhora rastreabilidade e torna o comportamento mais explicável para suporte. Nível 4 - Cuidados: não basta saber a sintaxe; é preciso validar efeito sobre dados, mensagens de erro, caminhos alternativos e compatibilidade com o compilador. Nível 5 - Critério de decisão: em ambientes corporativos, vale priorizar consistência entre programas, previsibilidade em erro e facilidade de auditoria, não apenas preferência pessoal.","REDEFINES, nível 4, cobol"
565,5,OCCURS,"Em um ambiente corporativo, quais riscos e benefícios existem ao adotar OCCURS em COBOL?","Nível 1 - Conceito: OCCURS define repetição de itens, formando tabelas indexadas ou subscritas. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo. Nível 4 - Cuidados: convém observar volume, tratamento de exceção e legibilidade, porque uma escolha sintaticamente válida pode ser operacionalmente ruim. Nível 5 - Critério de decisão: a melhor escolha não é a mais curta, e sim a que preserva intenção, governança de dados e facilidade de suporte após a entrada em produção. Nível 6 - Sinal de maturidade: quem domina OCCURS não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","OCCURS, nível 5, cobol"
566,1,OCCURS DEPENDING,Explique para que serve OCCURS DEPENDING ON em COBOL.,"Nível 1 - Conceito: OCCURS DEPENDING ON cria tabelas de tamanho lógico variável conforme um campo controlador. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral.","OCCURS DEPENDING ON, nível 1, cobol"
567,2,INDEXED BY,Explique para que serve INDEXED BY em COBOL.,"Nível 1 - Conceito: INDEXED BY declara índice próprio da tabela, normalmente mais eficiente e semântico que subscritos em buscas iterativas. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto.","INDEXED BY, nível 2, cobol"
568,3,MOVE,Explique para que serve MOVE em COBOL.,"Nível 1 - Conceito: MOVE transfere conteúdo entre itens de dados, com conversões e alinhamentos compatíveis ao tipo. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto. Nível 4 - Cuidados: em legado, muitos problemas surgem quando o time assume comportamento implícito; o ideal é tornar condições, limites e retornos o mais explícitos possível.","MOVE, nível 3, cobol"
569,4,COMPUTE,Como revisar código que usa COMPUTE sem cair em análise superficial?,"Nível 1 - Conceito: COMPUTE executa expressões aritméticas de forma mais direta do que ADD, SUBTRACT e afins. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto. Nível 4 - Cuidados: o erro típico é usar COMPUTE sem considerar escopo, tipo de dado, contrato de interface ou impacto de performance; por isso vale combinar padronização, revisão e testes. Nível 5 - Critério de decisão: a melhor escolha não é a mais curta, e sim a que preserva intenção, governança de dados e facilidade de suporte após a entrada em produção.","COMPUTE, nível 4, cobol"
570,5,ADD,"Como ADD influencia desempenho, depuração e estabilidade em COBOL?","Nível 1 - Conceito: ADD soma valores a um destino ou produz resultado em campos específicos. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral. Nível 4 - Cuidados: não basta saber a sintaxe; é preciso validar efeito sobre dados, mensagens de erro, caminhos alternativos e compatibilidade com o compilador. Nível 5 - Critério de decisão: a melhor escolha não é a mais curta, e sim a que preserva intenção, governança de dados e facilidade de suporte após a entrada em produção. Nível 6 - Sinal de maturidade: quem domina ADD não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","ADD, nível 5, cobol"
571,1,SUBTRACT,"Em termos de projeto, por que SUBTRACT é importante em COBOL?","Nível 1 - Conceito: SUBTRACT subtrai valores respeitando regras de arredondamento, tamanho e sinal. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo.","SUBTRACT, nível 1, cobol"
572,2,MULTIPLY,Qual é a função prática de MULTIPLY em um programa COBOL?,"Nível 1 - Conceito: MULTIPLY multiplica operandos e pode gravar o resultado em um ou mais destinos. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto.","MULTIPLY, nível 2, cobol"
573,3,DIVIDE,Quando eu devo usar DIVIDE em COBOL?,"Nível 1 - Conceito: DIVIDE efetua divisões com variantes que guardam quociente, resto e evitam lógica manual. Nível 2 - Uso prático: em projetos reais, ele costuma aparecer quando a equipe precisa de clareza operacional, menor retrabalho e comportamento previsível em produção. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo. Nível 4 - Cuidados: convém observar volume, tratamento de exceção e legibilidade, porque uma escolha sintaticamente válida pode ser operacionalmente ruim.","DIVIDE, nível 3, cobol"
574,4,IF,Como revisar código que usa IF sem cair em análise superficial?,"Nível 1 - Conceito: IF controla desvios condicionais, mas exige cuidado com escopo e legibilidade. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto. Nível 4 - Cuidados: o erro típico é usar IF sem considerar escopo, tipo de dado, contrato de interface ou impacto de performance; por isso vale combinar padronização, revisão e testes. Nível 5 - Critério de decisão: em ambientes corporativos, vale priorizar consistência entre programas, previsibilidade em erro e facilidade de auditoria, não apenas preferência pessoal.","IF, nível 4, cobol"
575,5,EVALUATE,"Como EVALUATE influencia desempenho, depuração e estabilidade em COBOL?","Nível 1 - Conceito: EVALUATE equivale a uma estrutura de múltiplos casos, geralmente mais clara que cadeias extensas de IF. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral. Nível 4 - Cuidados: em legado, muitos problemas surgem quando o time assume comportamento implícito; o ideal é tornar condições, limites e retornos o mais explícitos possível. Nível 5 - Critério de decisão: a melhor escolha não é a mais curta, e sim a que preserva intenção, governança de dados e facilidade de suporte após a entrada em produção. Nível 6 - Sinal de maturidade: quem domina EVALUATE não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","EVALUATE, nível 5, cobol"
576,1,PERFORM,Explique para que serve PERFORM em COBOL.,"Nível 1 - Conceito: PERFORM executa parágrafos, seções ou blocos inline, podendo repetir por contagem, condição ou intervalo. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto.","PERFORM, nível 1, cobol"
577,2,PERFORM VARYING,Quando eu devo usar PERFORM VARYING em COBOL?,"Nível 1 - Conceito: PERFORM VARYING implementa laços controlados, comparáveis a FOR/WHILE em outras linguagens. Nível 2 - Uso prático: normalmente entra em cena quando se quer separar definição de dados, fluxo de processamento e tratamento de exceções de forma organizada. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo.","PERFORM VARYING, nível 2, cobol"
578,3,GO TO,Como eu explicaria GO TO para um desenvolvedor iniciante em COBOL?,"Nível 1 - Conceito: GO TO desvia o fluxo de execução; funciona, mas tende a piorar rastreabilidade quando abusado. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto. Nível 4 - Cuidados: o erro típico é usar GO TO sem considerar escopo, tipo de dado, contrato de interface ou impacto de performance; por isso vale combinar padronização, revisão e testes.","GO TO, nível 3, cobol"
579,4,NEXT SENTENCE,"Como NEXT SENTENCE influencia desempenho, depuração e estabilidade em COBOL?","Nível 1 - Conceito: NEXT SENTENCE salta para a próxima sentença terminada por ponto, podendo gerar comportamento menos óbvio. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: uma aplicação de faturamento ou cadastro usa esse recurso para reduzir ambiguidade e tornar a regra mais segura diante de dados reais e volume alto. Nível 4 - Cuidados: convém observar volume, tratamento de exceção e legibilidade, porque uma escolha sintaticamente válida pode ser operacionalmente ruim. Nível 5 - Critério de decisão: use NEXT SENTENCE quando ele simplificar o raciocínio de negócio e a operação; evite quando adicionar acoplamento, ambiguidade ou custo desnecessário de manutenção.","NEXT SENTENCE, nível 4, cobol"
580,5,CONTINUE,"Em um ambiente corporativo, quais riscos e benefícios existem ao adotar CONTINUE em COBOL?","Nível 1 - Conceito: CONTINUE não faz nada explicitamente e serve para deixar um ramo sintaticamente claro. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: em batch noturno, esse ponto costuma ser decisivo para evitar erro silencioso, retrabalho operacional e leitura confusa do fluxo. Nível 4 - Cuidados: não basta saber a sintaxe; é preciso validar efeito sobre dados, mensagens de erro, caminhos alternativos e compatibilidade com o compilador. Nível 5 - Critério de decisão: use CONTINUE quando ele simplificar o raciocínio de negócio e a operação; evite quando adicionar acoplamento, ambiguidade ou custo desnecessário de manutenção. Nível 6 - Sinal de maturidade: quem domina CONTINUE não só escreve a instrução, mas entende seus efeitos em dados, contrato entre módulos, observabilidade e custo de manutenção no legado.","CONTINUE, nível 5, cobol"
581,1,SEARCH,Qual é a função prática de SEARCH em um programa COBOL?,"Nível 1 - Conceito: SEARCH procura em tabela usando índice, útil em varredura sequencial controlada. Nível 2 - Uso prático: ele é valioso quando a lógica precisa ficar explícita para manutenção futura, auditoria e diagnóstico de falhas. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral.","SEARCH, nível 1, cobol"
582,2,SEARCH ALL,Explique para que serve SEARCH ALL em COBOL.,"Nível 1 - Conceito: SEARCH ALL faz busca binária em tabela ordenada, com melhor desempenho em grandes volumes. Nível 2 - Uso prático: o ganho aparece quando o programa cresce e a equipe precisa entender rapidamente intenção, dependências e impacto de mudança. Nível 3 - Exemplo: em manutenção de legado, ele ajuda a localizar responsabilidade do trecho e a diminuir o risco de alteração colateral.","SEARCH ALL, nível 2, cobol"
